"CommodityType","HS.Code","Goods.Comm..Dsc.1","Goods.Comm..Dsc.","total","principleExportCategory","Principle.ReExportsCategory","principleImportCategory"
"IMPORT","83052000","Staples in strips.","STABLE BIN",20116,"Other products","Other products ","Other Imports"
"IMPORT","21012000","Extracts, essences, concentrates and preparations of tea or mate, and preparations","RED GINSENG TEA",20007,"Other products","Other products ","Other Imports"
"IMPORT","84193900","Other","INCUBATOR",20000,"Other products","Other products ","Other Imports"
"IMPORT","94029000","Other","PHYSIO CHAIR",19968,"Other products","Other products ","Other Imports"
"IMPORT","66019900","Other","CLASSIC UNISEX 27 INCH",19960,"Other products","Other products ","Other Imports"
"IMPORT","42021200","With outer surface of plastic or of textiles materials","FIJIAN PURSE",19940,"Other products","Other products ","Other Imports"
"IMPORT","95073000","Fishing reels","FISHING RODS",19922,"Other products","Other products ","Other Imports"
"IMPORT","94056900","Other","SIGN",19906,"Other products","Other products","Other Imports"
"IMPORT","95069100","Articles and equipment for general physical exercise, gymnastics or athletics","PRODORM 725 EX TREADMILL MOTOR C.B",19906,"Other products","Other products ","Other Imports"
"IMPORT","34013000","Organic surface-active","LPM DCH BIO ORANG/PAMPLE 250ML",19804,"Other products","Other products ","Other Imports"
"IMPORT","82029900","Other","CUTTING DISC",19796,"Other products","Other products ","Other Imports"
"IMPORT","35069900","Prepared glues and other prepared adhesives, nes","JB WELD GLUE",19779,"Other products","Other products ","Other Imports"
"IMPORT","34060000","Candles, tapers and the like","CANDLE 73G PEAR CW MASON GLS",19778,"Other products","Other products ","Other Imports"
"IMPORT","56074900","Other","FISHING LINE",19766,"Other products","Other products ","Other Imports"
"IMPORT","85111000","Sparkling plugs","SPARK PLUGS",19719,"Other products","Other products ","Other Imports"
"IMPORT","39241000","Tableware and kitchenware","Plastic dishes",19703,"Other products","Other products ","Other Imports"
"IMPORT","56075000","Of other synthetic fibres","ROPE",19688,"Other products","Other products ","Other Imports"
"IMPORT","85161000","Electric instantaneous or storage water heaters and immersion heaters","WATER HEATER",19686,"Other products","Other products ","Other Imports"
"IMPORT","39249090","Other","SMALL DISH DRAWER",19643,"Other products","Other products ","Other Imports"
"IMPORT","85030000","Parts suitable for use solely or princpally with the machines of heading 85.01 or 85.02","BLOWER MOTOR",19638,"Other products","Other products ","Other Imports"
"IMPORT","34070000","Modelling pastes; dental wax and impression compounds, for retail sale","24 COLORS CLOCK LID",19559,"Other products","Other products ","Other Imports"
"IMPORT","33072000","Personal deodorants and antiperspirants","N5 LE DEODORANT SPRAY 100",19553,"Other products","Other products ","Other Imports"
"IMPORT","84672900","Other","Electric saw",19523,"Other products","Other products ","Other Imports"
"IMPORT","21039000","Other","HEINZ",19488,"Other products","Other products ","Other Imports"
"IMPORT","84831000","Transmission shafts (incl. cam shafts and crank shafts) and cranks","SUPER CRANK",19483,"Other products","Other products ","Other Imports"
"IMPORT","85318000","Other apparatus","SECURITY DOOR",19479,"Other products","Other products ","Other Imports"
"IMPORT","19012000","Mixes and doughs for preparation of bakers' wares of 19.05","PANCAKE MIX",19478,"Other products","Other products ","Other Imports"
"IMPORT","84231000","Personal weighing machines incl. baby scales, household scales","SCALE MECHANIC BATHROOM TYPE 150KG",19437,"Other products","Other products ","Other Imports"
"IMPORT","18063200","Not filled","MILA LAIT 200G",19433,"Other products","Other products ","Other Imports"
"IMPORT","94051100","Designed for use solely  with light-emitting diode  (LED) light sources","LAMP",19424,"Other products","Other products ","Other Imports"
"IMPORT","39209900","Of other plastics, not reinforced","MASKING FILM",19421,"Other products","Other products ","Other Imports"
"IMPORT","84795000","Industrial robots, nes","CASH REGISTER",19389,"Other products","Other products ","Other Imports"
"IMPORT","94052900","Other","LED CEILLING LIGHTS",19373,"Other products","Other products ","Other Imports"
"IMPORT","49090000","Printed or illustrated postcards; printed cards bearing greetings..., with..trimmings","BEAUTIFUL GREETING CARD",19337,"Other products","Other products ","Other Imports"
"IMPORT","21069000","Other","ICE CREAM POWDER",19311,"Other products","Other products ","Other Imports"
"IMPORT","34023900","Other","SODIUM LAURY ETHER SULPHATE,",19302,"Other products","Other products ","Other Imports"
"IMPORT","38089900","Other","DESICCANT",19302,"Other products","Other products ","Other Imports"
"IMPORT","74112900","Other","WIRE WATER PIPE",19302,"Other products","Other products ","Other Imports"
"IMPORT","90189000","Other instruments and apparatus","MANUAL VACUUM ASPIRATOR",19265,"Other products","Other products ","Other Imports"
"IMPORT","96151900","Other","HAIR CLIPS/COMB",19263,"Other products","Other products ","Other Imports"
"IMPORT","91039000","Other","CLOCK",19258,"Other products","Other products ","Other Imports"
"IMPORT","90141000","Direction finding compasses","COMPASSES SET",19244,"Other products","Other products ","Other Imports"
"IMPORT","90191000","Mechano-therapy appliances; massage apparatus; psychological apparatus;...","EL MASSAGE",19177,"Other products","Other products ","Other Imports"
"IMPORT","83081000","Hooks, eyes and eyelets","CEILING HOOKS",19166,"Other products","Other products ","Other Imports"
"IMPORT","83030000","Armoured or reinforced safes, strong-boxes and doors and safe ..... of base metal","SAFE ANTI THEFT",19155,"Other products","Other products ","Other Imports"
"IMPORT","83023000","Other mountings, fittings and similar articles suitable for motor vehicle","BRACKETS",19153,"Other products","Other products ","Other Imports"
"IMPORT","70181000","Glass smallware (incl. beads, imitation pearls/stones, etc)","BEADS",19092,"Other products","Other products ","Other Imports"
"IMPORT","35061000","Products put up as glues or adhesives for retail sale, =<1kg","GORILLA FIX ALL 290ML",19051,"Other products","Other products ","Other Imports"
"IMPORT","29362900","Other vitamins and their derivatives, unmixed, nes","MULTIVITAMINS & IRON + VITAMIN C",19033,"Other products","Other products ","Other Imports"
"IMPORT","91061000","Time-registers; time-recorders","TIME REGISTER",19021,"Other products","Other products ","Other Imports"
"IMPORT","96170000","Vacuum flasks, and other vacuum vessels, complete with cases; parts .. excl inners....","VACUUM BOTTLE",18997,"Other products","Other products ","Other Imports"
"IMPORT","20098990","Other","PEAR JUICE",18959,"Other products","Other products ","Other Imports"
"IMPORT","94018000","Other seats","OUTDOOR FOLDING STOOL",18949,"Other products","Other products ","Other Imports"
"IMPORT","96082000","Felt-tipped and other porous-tipped pens and markers","HIGH LIGHTER",18892,"Other products","Other products ","Other Imports"
"IMPORT","10085000","Quinoa (Chenopodium quinoa)","TRI COL QUINOA 600G",18847,"Other products","Other products ","Other Imports"
"IMPORT","56074900","Other","DRYING LINE",18820,"Other products","Other products ","Other Imports"
"IMPORT","84733000","Parts and accessories of the machines of 84.71","COPPER WATER BLOCKS FOR COMPUTER",18799,"Other products","Other products ","Other Imports"
"IMPORT","96039000","Other","MOP",18770,"Other products","Other products ","Other Imports"
"IMPORT","42029900","Other","OTHER MASK OF PLASTICS",18764,"Other products","Other products ","Other Imports"
"IMPORT","15121900","Other","SUN FLOWER OIL",18745,"Other products","Other products ","Other Imports"
"IMPORT","69109000","Other","TOILET",18738,"Other products","Other products ","Other Imports"
"IMPORT","18069000","Other","MILO DRINK",18716,"Other products","Other products ","Other Imports"
"IMPORT","84679900","Other","STAND GRINDER",18699,"Other products","Other products ","Other Imports"
"IMPORT","69109000","Other","RECTANGLE BASIN WITH GRIP",18687,"Other products","Other products ","Other Imports"
"IMPORT","09012200","Decaffeinated","L OR DK ML 250G",18611,"Coffee, all types","Other products ","Other Imports"
"IMPORT","84411000","Cutting machines","CUTTING MACHINE",18578,"Other products","Other products ","Other Imports"
"IMPORT","08131000","Apricots","APRICOT 150G-200G",18572,"Other products","Other products ","Other Imports"
"IMPORT","30059000","Other","DETTOL",18565,"Other products","Other products ","Other Imports"
"IMPORT","95030000","Tricycles, scooters, pedal cars toys, etc; dolls' carriages; toys; recre...puzzels ...","TOYS  MIX",18559,"Other products","Other products ","Other Imports"
"IMPORT","39241000","Tableware and kitchenware","JUG",18538,"Other products","Other products ","Other Imports"
"IMPORT","09024000","Other black tea (fermented) and other partly fermented tea","TEA",18520,"Other products","Other products ","Other Imports"
"IMPORT","20019000","Other","PICKLED ONIONS 500G",18497,"Other products","Other products ","Other Imports"
"IMPORT","95066900","Other","SWIMING POOL",18472,"Other products","Other products ","Other Imports"
"IMPORT","95072000","Fish-hooks, whether or not snelled","SS DOUBLE HOOKS",18468,"Other products","Other products ","Other Imports"
"IMPORT","96100000","Slates and boards, with writing or drawing surfaces, whether or not framed.","BLACK BOARD",18445,"Other products","Other products ","Other Imports"
"IMPORT","70109000","Other","FL ROND V BLANC(EMPTY GLASS BOTTLES 4 ",18407,"Other products","Other products ","Other Imports"
"IMPORT","20099000","Mixtures of juices","MIX FLAVORED JUICE",18377,"Other products","Other products ","Other Imports"
"IMPORT","85166000","Other ovens; cookers, cooking plates,  boiling rings, grillers and roasters","Electric Cooker",18367,"Other products","Other products ","Other Imports"
"IMPORT","20019000","Other","PICKLED ONION",18319,"Other products","Other products ","Other Imports"
"IMPORT","48051900","Other","PAPER STRAW",18319,"Other products","Other products ","Other Imports"
"IMPORT","91051100","Electrically operated","DIGITAL ALARM CLOCK",18316,"Other products","Other products ","Other Imports"
"IMPORT","95064000","Articles and equipment for table-tennis","TABLE TENNIS PADDLES",18293,"Other products","Other products ","Other Imports"
"IMPORT","84733000","Parts and accessories of the machines of 84.71","COMPUTER RAM OVER 1 GB",18255,"Other products","Other products ","Other Imports"
"IMPORT","84149000","Parts","THERMO FAN KIT",18225,"Other products","Other products ","Other Imports"
"IMPORT","87089300","Clutches and parts thereof","CLUTCHES",18217,"Other products","Other products ","Other Imports"
"IMPORT","97019900","Other","DECORATIVE PLAQUES-COLLAGES",18181,"Other products","Other products ","Other Imports"
"IMPORT","34029000","Other","APTA GEL WC FORMU JAVEL 750ML",18164,"Other products","Other products ","Other Imports"
"IMPORT","42029900","Other","BAGS",18150,"Other products","Other products ","Other Imports"
"IMPORT","38229000","Other","CARESENS N TEST STRIPS",18124,"Other products","Other products","Other Imports"
"IMPORT","84145100","Table, floor, wall... fans, with self-contained electric motor <=125w","FAN(CEILING FAN)",18096,"Other products","Other products ","Other Imports"
"IMPORT","87083000","Brakes and servo-brakes and parts thereof","BRAKE PADS",18096,"Other products","Other products ","Other Imports"
"IMPORT","90258000","Other instruments","F ENVIRONMENT PROBE",18096,"Other products","Other products ","Other Imports"
"IMPORT","85299000","Other","LCD MONITOR",18093,"Other products","Other products ","Other Imports"
"IMPORT","39241000","Tableware and kitchenware","ARCH RACK",18092,"Other products","Other products ","Other Imports"
"IMPORT","83111000","Coated electrodes of base metal, for electric arc-welding","WELDING ELECTRODES",18087,"Other products","Other products ","Other Imports"
"IMPORT","84133000","Fuel/lubricating/cooling-medium pumps for internal combustion piston engines","OIL PUMP",18082,"Other products","Other products ","Other Imports"
"IMPORT","08023200","Shelled","ORGANIC WALNUTS-PREMIUM HALVES 4KG",18067,"Other products","Other products ","Other Imports"
"IMPORT","42023200","With outer surface of sheeting of plastic or of textile materials","WALLET",18053,"Other products","Other products ","Other Imports"
"IMPORT","38089100","Insecticides","PET SPRAY",18040,"Other products","Other products ","Other Imports"
"IMPORT","42023900","Other","MIX WALLET",18029,"Other products","Other products ","Other Imports"
"IMPORT","20049000","Other vegetables and mixtures of vegetables","VEGETABLE SPRINGROLL",17997,"Other products","Other products ","Other Imports"
"IMPORT","85366900","Other","POWER POINT",17995,"Other products","Other products ","Other Imports"
"IMPORT","69139000","Other","VASES",17972,"Other products","Other products ","Other Imports"
"IMPORT","82159900","Other","CUTLERY",17972,"Other products","Other products ","Other Imports"
