HS.Code,TAR_ALL,TAR_DSC,Principle Exports,Principle ReExports,Principle Imports,Classifications Combined,Unit Qty,Import Duty Rate
62032200,Of man-made fibres,Of man-made fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62032300,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62032900,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62033100,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62033200,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62033300,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62033900,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62034100,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62034200,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62034300,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62034900,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62041100,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62041200,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62041300,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62041900,Of syethetic fibres,Of syethetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62042100,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62042200,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62042300,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62042900,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62043100,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62043200,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62043300,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62043900,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62044100,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62044210,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62044290,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62044310,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62044390,Dresses of cotton,NULL,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NULL,NULL
62044410,Other,Other,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62044490,Dresses of synthetic fibres,NULL,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NULL,NULL
62044910,Other,Other,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62044990,Dresses of artificial fibres,NULL,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NULL,NULL
62045100,Mother Hubbards (Island Dress),Mother Hubbards (Island Dress),Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,30
62045200,Other,Other,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62045300,"Dresses of other textiles, nes",NULL,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NULL,NULL
62045900,Mother Hubbard (Island Dress),Mother Hubbard (Island Dress),Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,30
62046100,Other,Other,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62046200,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62046300,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62046900,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62052000,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62053000,Of wool or fine animal hair,Of wool or fine animal hair,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62059000,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62061000,Of synthetic fibres,Of synthetic fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62062000,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62063000,Of cotton,Of cotton,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62064000,Of man-made fibres,Of man-made fibres,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62069000,Of other textile materials,Of other textile materials,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
62071100,Of silk or silk waste,Of silk or silk waste,Other products,Other products ,Articles of apparel and clothing accessories,Articles of apparel and clothing accessories,NMB,15
